./agents/active_inference/precision.py:125:61: E502 the backslash is redundant between brackets
./agents/active_inference/precision.py:126:21: E128 continuation line under-indented for visual indent
./tests/unit/test_distributed_systems.py:1128:80: E501 line too long (82 > 79 characters)
./tests/unit/test_distributed_systems.py:1212:80: E501 line too long (82 > 79 characters)
./tests/unit/test_epistemic_value_engine.py:251:80: E501 line too long (96 > 79 characters)
./tests/unit/test_epistemic_value_engine.py:360:80: E501 line too long (90 > 79 characters)
./tests/unit/test_epistemic_value_engine.py:493:80: E501 line too long (80 > 79 characters)
./tests/unit/test_epistemic_value_engine.py:494:80: E501 line too long (80 > 79 characters)
./tests/unit/test_epistemic_value_engine.py:495:80: E501 line too long (92 > 79 characters)
./tests/unit/test_epistemic_value_engine.py:496:80: E501 line too long (88 > 79 characters)
./tests/unit/test_epistemic_value_engine.py:497:80: E501 line too long (88 > 79 characters)
./tests/unit/test_expert_committee_validation.py:2:80: E501 line too long (80 > 79 characters)
./tests/unit/test_expert_committee_validation.py:4:80: E501 line too long (80 > 79 characters)
./tests/unit/test_expert_committee_validation.py:5:80: E501 line too long (88 > 79 characters)
./tests/unit/test_expert_committee_validation.py:193:80: E501 line too long (87 > 79 characters)
./tests/unit/test_expert_committee_validation.py:194:80: E501 line too long (87 > 79 characters)
./tests/unit/test_explorer_agent.py:2:80: E501 line too long (84 > 79 characters)
./tests/unit/test_explorer_agent.py:19:80: E501 line too long (94 > 79 characters)
./tests/unit/test_explorer_agent.py:155:80: E501 line too long (98 > 79 characters)
./tests/unit/test_export_validator.py:228:80: E501 line too long (81 > 79 characters)
./tests/unit/test_fallback_mechanisms.py:220:80: E501 line too long (88 > 79 characters)
./tests/unit/test_fallback_mechanisms.py:499:80: E501 line too long (81 > 79 characters)
./tests/unit/test_fallback_mechanisms.py:503:80: E501 line too long (84 > 79 characters)
./tests/unit/test_fallback_mechanisms.py:738:80: E501 line too long (82 > 79 characters)
./tests/unit/test_fallback_mechanisms.py:997:80: E501 line too long (90 > 79 characters)
./tests/unit/test_fallback_mechanisms.py:1017:80: E501 line too long (81 > 79 characters)
./tests/unit/test_fallback_mechanisms.py:1072:80: E501 line too long (85 > 79 characters)
./tests/unit/test_fallback_mechanisms.py:1073:80: E501 line too long (85 > 79 characters)
./tests/unit/test_generative_model.py:182:80: E501 line too long (97 > 79 characters)
./tests/unit/test_generative_model.py:191:80: E501 line too long (87 > 79 characters)
./tests/unit/test_generative_model.py:193:80: E501 line too long (80 > 79 characters)
./tests/unit/test_generative_model.py:265:80: E501 line too long (82 > 79 characters)
./tests/unit/test_generative_model_advanced.py:160:80: E501 line too long (82 > 79 characters)
./tests/unit/test_generative_model_advanced.py:793:80: E501 line too long (86 > 79 characters)
./tests/unit/test_generative_model_advanced.py:808:80: E501 line too long (82 > 79 characters)
./tests/unit/test_gnn_active_inference.py:5:80: E501 line too long (81 > 79 characters)
./tests/unit/test_gnn_active_inference.py:66:80: E501 line too long (85 > 79 characters)
./tests/unit/test_gnn_active_inference.py:97:80: E501 line too long (85 > 79 characters)
./tests/unit/test_gnn_active_inference.py:125:80: E501 line too long (85 > 79 characters)
./tests/unit/test_gnn_active_inference.py:175:80: E501 line too long (85 > 79 characters)
./tests/unit/test_gnn_active_inference.py:250:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_active_inference.py:372:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_active_inference.py:396:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_active_inference_advanced.py:2:80: E501 line too long (88 > 79 characters)
./tests/unit/test_gnn_active_inference_advanced.py:5:80: E501 line too long (87 > 79 characters)
./tests/unit/test_gnn_active_inference_advanced.py:779:80: E501 line too long (89 > 79 characters)
./tests/unit/test_gnn_batch_processor.py:89:80: E501 line too long (81 > 79 characters)
./tests/unit/test_gnn_batch_processor.py:813:80: E501 line too long (88 > 79 characters)
./tests/unit/test_gnn_batch_processor.py:920:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_batch_processor.py:921:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_batch_processor.py:1047:80: E501 line too long (84 > 79 characters)
./tests/unit/test_gnn_batch_processor.py:1504:80: E501 line too long (82 > 79 characters)
./tests/unit/test_gnn_comprehensive.py:2:80: E501 line too long (87 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:5:80: E501 line too long (82 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:310:80: E501 line too long (86 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:311:80: E501 line too long (85 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:312:80: E501 line too long (81 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:313:80: E501 line too long (82 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:314:80: E501 line too long (83 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:315:80: E501 line too long (85 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:362:80: E501 line too long (84 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:364:80: E501 line too long (97 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:581:80: E501 line too long (98 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:814:80: E501 line too long (90 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:972:80: E501 line too long (81 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:1226:80: E501 line too long (96 > 79 characters)
./tests/unit/test_gnn_comprehensive_integration.py:1426:80: E501 line too long (92 > 79 characters)
./tests/unit/test_gnn_edge_model.py:2:80: E501 line too long (83 > 79 characters)
./tests/unit/test_gnn_edge_model.py:5:80: E501 line too long (85 > 79 characters)
./tests/unit/test_gnn_edge_model.py:153:80: E501 line too long (86 > 79 characters)
./tests/unit/test_gnn_edge_model.py:455:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_edge_model.py:458:80: E501 line too long (91 > 79 characters)
./tests/unit/test_gnn_edge_model.py:833:80: E501 line too long (83 > 79 characters)
./tests/unit/test_gnn_edge_processor.py:813:80: E501 line too long (91 > 79 characters)
./tests/unit/test_gnn_edge_processor.py:1277:80: E501 line too long (92 > 79 characters)
./tests/unit/test_gnn_edge_processor.py:1423:80: E501 line too long (85 > 79 characters)
./tests/unit/test_gnn_generator.py:47:80: E501 line too long (86 > 79 characters)
./tests/unit/test_gnn_generator.py:48:80: E501 line too long (98 > 79 characters)
./tests/unit/test_gnn_generator.py:53:80: E501 line too long (87 > 79 characters)
./tests/unit/test_gnn_generator.py:54:80: E501 line too long (85 > 79 characters)
./tests/unit/test_gnn_generator.py:60:80: E501 line too long (94 > 79 characters)
./tests/unit/test_gnn_generator.py:64:80: E501 line too long (84 > 79 characters)
./tests/unit/test_gnn_generator.py:205:80: E501 line too long (82 > 79 characters)
./tests/unit/test_gnn_generator.py:215:80: E501 line too long (89 > 79 characters)
./tests/unit/test_gnn_generator.py:396:80: E501 line too long (84 > 79 characters)
./tests/unit/test_gnn_generator.py:455:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_generator.py:476:80: E501 line too long (89 > 79 characters)
./tests/unit/test_gnn_generator.py:492:80: E501 line too long (82 > 79 characters)
./tests/unit/test_gnn_generator.py:514:80: E501 line too long (82 > 79 characters)
./tests/unit/test_gnn_generator.py:535:80: E501 line too long (82 > 79 characters)
./tests/unit/test_gnn_generator.py:556:80: E501 line too long (82 > 79 characters)
./tests/unit/test_gnn_generator.py:580:80: E501 line too long (89 > 79 characters)
./tests/unit/test_gnn_generator.py:591:80: E501 line too long (87 > 79 characters)
./tests/unit/test_gnn_generator.py:615:80: E501 line too long (87 > 79 characters)
./tests/unit/test_gnn_generator.py:628:80: E501 line too long (89 > 79 characters)
./tests/unit/test_gnn_generator.py:640:80: E501 line too long (98 > 79 characters)
./tests/unit/test_gnn_generator.py:673:80: E501 line too long (87 > 79 characters)
./tests/unit/test_gnn_generator.py:684:80: E501 line too long (93 > 79 characters)
./tests/unit/test_gnn_generator.py:697:80: E501 line too long (94 > 79 characters)
./tests/unit/test_gnn_generator.py:713:80: E501 line too long (94 > 79 characters)
./tests/unit/test_gnn_generator.py:721:80: E501 line too long (98 > 79 characters)
./tests/unit/test_gnn_generator.py:736:80: E501 line too long (84 > 79 characters)
./tests/unit/test_gnn_generator.py:796:80: E501 line too long (95 > 79 characters)
./tests/unit/test_gnn_generator.py:822:80: E501 line too long (95 > 79 characters)
./tests/unit/test_gnn_generator.py:857:80: E501 line too long (95 > 79 characters)
./tests/unit/test_gnn_generator.py:926:80: E501 line too long (83 > 79 characters)
./tests/unit/test_gnn_generator.py:927:80: E501 line too long (83 > 79 characters)
./tests/unit/test_gnn_generator.py:935:80: E501 line too long (82 > 79 characters)
./tests/unit/test_gnn_integration_engine.py:5:80: E501 line too long (89 > 79 characters)
./tests/unit/test_gnn_integration_engine.py:548:80: E501 line too long (97 > 79 characters)
./tests/unit/test_gnn_integration_engine.py:741:80: E501 line too long (82 > 79 characters)
./tests/unit/test_gnn_layers.py:4:80: E501 line too long (81 > 79 characters)
./tests/unit/test_gnn_layers.py:297:80: E501 line too long (92 > 79 characters)
./tests/unit/test_gnn_layers.py:801:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_layers.py:802:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_layers_advanced.py:677:80: E501 line too long (86 > 79 characters)
./tests/unit/test_gnn_layers_advanced.py:678:80: E501 line too long (92 > 79 characters)
./tests/unit/test_gnn_layers_advanced.py:679:80: E501 line too long (87 > 79 characters)
./tests/unit/test_gnn_layers_advanced.py:680:80: E501 line too long (86 > 79 characters)
./tests/unit/test_gnn_model.py:4:80: E501 line too long (91 > 79 characters)
./tests/unit/test_gnn_model.py:119:80: E501 line too long (83 > 79 characters)
./tests/unit/test_gnn_model.py:120:80: E501 line too long (94 > 79 characters)
./tests/unit/test_gnn_model.py:135:80: E501 line too long (88 > 79 characters)
./tests/unit/test_gnn_model.py:145:80: E501 line too long (81 > 79 characters)
./tests/unit/test_gnn_model.py:324:80: E501 line too long (82 > 79 characters)
./tests/unit/test_gnn_model_mapper.py:1432:80: E501 line too long (92 > 79 characters)
./tests/unit/test_gnn_optimization_advanced.py:5:80: E501 line too long (85 > 79 characters)
./tests/unit/test_gnn_optimization_advanced.py:371:80: E501 line too long (90 > 79 characters)
./tests/unit/test_gnn_optimization_advanced.py:392:80: E501 line too long (83 > 79 characters)
./tests/unit/test_gnn_optimization_advanced.py:466:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_optimization_advanced.py:477:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_optimization_advanced.py:772:80: E501 line too long (90 > 79 characters)
./tests/unit/test_gnn_optimization_advanced.py:824:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_optimization_advanced.py:1159:80: E501 line too long (85 > 79 characters)
./tests/unit/test_gnn_optimization_advanced.py:1201:80: E501 line too long (85 > 79 characters)
./tests/unit/test_gnn_optimization_advanced.py:1372:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_optimization_advanced.py:1373:80: E501 line too long (86 > 79 characters)
./tests/unit/test_gnn_optimization_advanced.py:1457:80: E501 line too long (81 > 79 characters)
./tests/unit/test_gnn_optimization_advanced.py:1460:80: E501 line too long (87 > 79 characters)
./tests/unit/test_gnn_orchestration.py:9:80: E501 line too long (88 > 79 characters)
./tests/unit/test_gnn_parser.py:10:80: E501 line too long (91 > 79 characters)
./tests/unit/test_gnn_parser.py:33:80: E501 line too long (181 > 79 characters)
./tests/unit/test_gnn_parser.py:58:80: E501 line too long (132 > 79 characters)
./tests/unit/test_gnn_parser.py:126:80: E501 line too long (274 > 79 characters)
./tests/unit/test_gnn_parser.py:152:80: E501 line too long (148 > 79 characters)
./tests/unit/test_gnn_parser.py:163:80: E501 line too long (910 > 79 characters)
./tests/unit/test_gnn_parser.py:186:80: E501 line too long (222 > 79 characters)
./tests/unit/test_gnn_parser.py:204:80: E501 line too long (115 > 79 characters)
./tests/unit/test_gnn_parser.py:211:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_parser.py:219:80: E501 line too long (151 > 79 characters)
./tests/unit/test_gnn_parser.py:236:80: E501 line too long (126 > 79 characters)
./tests/unit/test_gnn_processing.py:2:80: E501 line too long (89 > 79 characters)
./tests/unit/test_gnn_processing.py:5:80: E501 line too long (88 > 79 characters)
./tests/unit/test_gnn_processing.py:123:80: E501 line too long (88 > 79 characters)
./tests/unit/test_gnn_processing.py:125:80: E501 line too long (84 > 79 characters)
./tests/unit/test_gnn_processing.py:126:80: E501 line too long (90 > 79 characters)
./tests/unit/test_gnn_processing.py:135:80: E501 line too long (89 > 79 characters)
./tests/unit/test_gnn_processing.py:141:80: E501 line too long (96 > 79 characters)
./tests/unit/test_gnn_processing.py:285:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_processing.py:300:80: E501 line too long (82 > 79 characters)
./tests/unit/test_gnn_processing.py:301:80: E501 line too long (86 > 79 characters)
./tests/unit/test_gnn_processing.py:547:80: E501 line too long (81 > 79 characters)
./tests/unit/test_gnn_processing.py:560:80: E501 line too long (95 > 79 characters)
./tests/unit/test_gnn_processing.py:848:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_processing.py:884:80: E501 line too long (90 > 79 characters)
./tests/unit/test_gnn_temporal_dynamics.py:2:80: E501 line too long (85 > 79 characters)
./tests/unit/test_gnn_temporal_dynamics.py:5:80: E501 line too long (89 > 79 characters)
./tests/unit/test_gnn_temporal_dynamics.py:708:80: E501 line too long (88 > 79 characters)
./tests/unit/test_gnn_temporal_dynamics.py:879:80: E501 line too long (81 > 79 characters)
./tests/unit/test_gnn_unit.py:5:80: E501 line too long (80 > 79 characters)
./tests/unit/test_gnn_unit.py:233:80: E501 line too long (80 > 79 characters)
./tests/unit/test_graphnn_advanced_integration.py:2:80: E501 line too long (94 > 79 characters)
./tests/unit/test_graphnn_advanced_integration.py:5:80: E501 line too long (88 > 79 characters)
./tests/unit/test_graphnn_advanced_integration.py:182:80: E501 line too long (85 > 79 characters)
./tests/unit/test_graphnn_advanced_integration.py:272:80: E501 line too long (85 > 79 characters)
./tests/unit/test_graphnn_advanced_integration.py:870:80: E501 line too long (83 > 79 characters)
./tests/unit/test_graphnn_advanced_integration.py:942:80: E501 line too long (85 > 79 characters)
./tests/unit/test_graphnn_advanced_integration.py:1043:80: E501 line too long (91 > 79 characters)
./tests/unit/test_graphnn_integration.py:238:80: E501 line too long (80 > 79 characters)
./tests/unit/test_hierarchical_inference.py:9:80: E501 line too long (88 > 79 characters)
./tests/unit/test_hierarchical_inference.py:23:80: E501 line too long (82 > 79 characters)
./tests/unit/test_import_exercise_coverage.py:3:80: E501 line too long (84 > 79 characters)
./tests/unit/test_import_exercise_coverage.py:107:80: E501 line too long (92 > 79 characters)
./tests/unit/test_import_exercise_coverage.py:132:80: E501 line too long (86 > 79 characters)
./tests/unit/test_incremental_backend_imports.py:267:80: E501 line too long (80 > 79 characters)
./tests/unit/test_incremental_backend_imports.py:301:80: E501 line too long (85 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:5:80: E501 line too long (85 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:256:80: E501 line too long (91 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:320:80: E501 line too long (89 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:321:80: E501 line too long (86 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:322:80: E501 line too long (81 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:323:80: E501 line too long (82 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:427:80: E501 line too long (90 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:436:80: E501 line too long (87 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:447:80: E501 line too long (85 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:461:80: E501 line too long (87 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:471:80: E501 line too long (90 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:552:80: E501 line too long (80 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:563:80: E501 line too long (80 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:564:80: E501 line too long (81 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:566:80: E501 line too long (99 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:587:80: E501 line too long (94 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:637:80: E501 line too long (97 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:670:80: E501 line too long (85 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:1096:80: E501 line too long (88 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:1164:80: E501 line too long (83 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:1189:80: E501 line too long (95 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:1215:80: E501 line too long (88 > 79 characters)
./tests/unit/test_infrastructure_deployment_comprehensive.py:1273:80: E501 line too long (85 > 79 characters)
./tests/unit/test_interfaces.py:15:80: E501 line too long (85 > 79 characters)
./tests/unit/test_knowledge_graph.py:11:80: E501 line too long (97 > 79 characters)
./tests/unit/test_knowledge_graph.py:179:80: E501 line too long (82 > 79 characters)
./tests/unit/test_knowledge_graph.py:180:80: E501 line too long (81 > 79 characters)
./tests/unit/test_knowledge_graph.py:430:80: E501 line too long (83 > 79 characters)
./tests/unit/test_knowledge_graph.py:636:80: E501 line too long (92 > 79 characters)
./tests/unit/test_knowledge_graph.py:647:80: E501 line too long (91 > 79 characters)
./tests/unit/test_knowledge_graph.py:785:80: E501 line too long (85 > 79 characters)
./tests/unit/test_knowledge_graph.py:837:80: E501 line too long (82 > 79 characters)
./tests/unit/test_knowledge_graph.py:838:80: E501 line too long (86 > 79 characters)
./tests/unit/test_knowledge_graph.py:839:80: E501 line too long (91 > 79 characters)
./tests/unit/test_knowledge_graph.py:840:80: E501 line too long (86 > 79 characters)
./tests/unit/test_knowledge_graph.py:857:80: E501 line too long (91 > 79 characters)
./tests/unit/test_knowledge_graph.py:868:80: E501 line too long (90 > 79 characters)
./tests/unit/test_knowledge_graph.py:869:80: E501 line too long (90 > 79 characters)
./tests/unit/test_knowledge_graph.py:898:80: E501 line too long (81 > 79 characters)
./tests/unit/test_knowledge_graph.py:899:80: E501 line too long (81 > 79 characters)
./tests/unit/test_knowledge_graph.py:966:80: E501 line too long (88 > 79 characters)
./tests/unit/test_knowledge_graph.py:974:80: E501 line too long (84 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:2:80: E501 line too long (91 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:250:80: E501 line too long (96 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:260:80: E501 line too long (89 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:304:80: E501 line too long (82 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:420:80: E501 line too long (93 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:438:80: E501 line too long (89 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:465:80: E501 line too long (90 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:491:80: E501 line too long (86 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:514:80: E501 line too long (80 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:565:80: E501 line too long (87 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:613:80: E501 line too long (95 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:614:80: E501 line too long (83 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:666:80: E501 line too long (88 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:745:80: E501 line too long (83 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:785:80: E501 line too long (80 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:811:80: E501 line too long (83 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:812:80: E501 line too long (97 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:908:80: E501 line too long (84 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:996:80: E501 line too long (88 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:1023:80: E501 line too long (98 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:1024:80: E501 line too long (87 > 79 characters)
./tests/unit/test_llm_gnn_integration.py:1025:80: E501 line too long (81 > 79 characters)
./tests/unit/test_llm_integration.py:2:80: E501 line too long (92 > 79 characters)
./tests/unit/test_llm_integration.py:5:80: E501 line too long (99 > 79 characters)
./tests/unit/test_llm_integration.py:363:80: E501 line too long (80 > 79 characters)
./tests/unit/test_llm_integration.py:559:80: E501 line too long (81 > 79 characters)
./tests/unit/test_llm_integration.py:718:80: E501 line too long (84 > 79 characters)
./tests/unit/test_llm_integration.py:1269:80: E501 line too long (90 > 79 characters)
./tests/unit/test_llm_integration.py:1444:80: E501 line too long (87 > 79 characters)
./tests/unit/test_llm_provider_interface.py:665:80: E501 line too long (86 > 79 characters)
./tests/unit/test_llm_quantization.py:2:80: E501 line too long (93 > 79 characters)
./tests/unit/test_llm_quantization.py:5:80: E501 line too long (87 > 79 characters)
./tests/unit/test_llm_quantization.py:887:80: E501 line too long (94 > 79 characters)
./tests/unit/test_llm_quantization.py:914:80: E501 line too long (86 > 79 characters)
./tests/unit/test_llm_quantization.py:995:80: E501 line too long (89 > 79 characters)
./tests/unit/test_main.py:17:80: E501 line too long (84 > 79 characters)
./tests/unit/test_main.py:189:80: E501 line too long (83 > 79 characters)
./tests/unit/test_main.py:208:80: E501 line too long (83 > 79 characters)
./tests/unit/test_main.py:387:80: E501 line too long (89 > 79 characters)
./tests/unit/test_markov_blanket.py:4:80: E501 line too long (80 > 79 characters)
./tests/unit/test_markov_blanket.py:328:80: E501 line too long (84 > 79 characters)
./tests/unit/test_markov_blanket.py:600:80: E501 line too long (86 > 79 characters)
./tests/unit/test_markov_blanket.py:615:80: E501 line too long (94 > 79 characters)
./tests/unit/test_memory.py:25:80: E501 line too long (82 > 79 characters)
./tests/unit/test_memory.py:319:80: E501 line too long (84 > 79 characters)
./tests/unit/test_memory.py:396:80: E501 line too long (82 > 79 characters)
./tests/unit/test_merchant.py:359:80: E501 line too long (90 > 79 characters)
./tests/unit/test_merchant.py:380:80: E501 line too long (84 > 79 characters)
./tests/unit/test_merchant.py:424:80: E501 line too long (80 > 79 characters)
./tests/unit/test_merchant.py:640:80: E501 line too long (84 > 79 characters)
./tests/unit/test_merchant.py:641:80: E501 line too long (83 > 79 characters)
./tests/unit/test_merchant.py:755:80: E501 line too long (84 > 79 characters)
./tests/unit/test_merchant.py:802:80: E501 line too long (94 > 79 characters)
./tests/unit/test_model_mapper.py:341:80: E501 line too long (86 > 79 characters)
./tests/unit/test_model_mapper.py:361:80: E501 line too long (86 > 79 characters)
./tests/unit/test_model_mapper.py:381:80: E501 line too long (86 > 79 characters)
./tests/unit/test_model_mapper.py:397:80: E501 line too long (86 > 79 characters)
./tests/unit/test_model_quantization.py:345:80: E501 line too long (92 > 79 characters)
./tests/unit/test_model_quantization.py:349:80: E501 line too long (81 > 79 characters)
./tests/unit/test_monitoring_integration.py:13:80: E501 line too long (81 > 79 characters)
./tests/unit/test_monitoring_integration.py:319:80: E501 line too long (88 > 79 characters)
./tests/unit/test_monitoring_integration.py:325:80: E501 line too long (84 > 79 characters)
./tests/unit/test_monitoring_integration.py:399:80: E501 line too long (94 > 79 characters)
./tests/unit/test_monitoring_integration.py:403:80: E501 line too long (80 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:5:80: E501 line too long (88 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:346:80: E501 line too long (85 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:372:80: E501 line too long (89 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:447:80: E501 line too long (100 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:465:80: E501 line too long (84 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:494:80: E501 line too long (88 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:507:80: E501 line too long (92 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:509:80: E501 line too long (86 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:779:80: E501 line too long (80 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:857:80: E501 line too long (93 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:958:80: E501 line too long (82 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:963:80: E501 line too long (88 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:976:80: E501 line too long (82 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:1030:80: E501 line too long (152 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:1042:80: E501 line too long (116 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:1199:80: E501 line too long (89 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:1216:80: E501 line too long (90 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:1217:80: E501 line too long (86 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:1222:80: E501 line too long (99 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:1227:80: E501 line too long (85 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:1228:80: E501 line too long (82 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:1423:80: E501 line too long (85 > 79 characters)
./tests/unit/test_monitoring_observability_advanced.py:1497:80: E501 line too long (85 > 79 characters)
./tests/unit/test_movement_perception.py:613:80: E501 line too long (87 > 79 characters)
./tests/unit/test_movement_perception.py:635:80: E501 line too long (87 > 79 characters)
./tests/unit/test_movement_perception.py:770:80: E501 line too long (83 > 79 characters)
./tests/unit/test_movement_perception.py:771:80: E501 line too long (84 > 79 characters)
./tests/unit/test_movement_perception.py:772:80: E501 line too long (82 > 79 characters)
./tests/unit/test_movement_perception.py:773:80: E501 line too long (83 > 79 characters)
./tests/unit/test_movement_perception.py:774:80: E501 line too long (82 > 79 characters)
./tests/unit/test_movement_perception.py:777:80: E501 line too long (85 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:5:80: E501 line too long (92 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:15:80: E501 line too long (96 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:128:80: E501 line too long (81 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:143:80: E501 line too long (90 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:144:80: E501 line too long (94 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:145:80: E501 line too long (98 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:146:80: E501 line too long (96 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:147:80: E501 line too long (100 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:208:80: E501 line too long (82 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:209:80: E501 line too long (80 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:210:80: E501 line too long (84 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:214:80: E501 line too long (99 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:220:80: E501 line too long (87 > 79 characters)
./tests/unit/test_movement_perception_comprehensive.py:228:80: E501 line too long (81 > 79 characters)
